DESKTOP-I9H7MOT:assignment motia$ python -m pstats lineardata2
Welcome to the profile statistics browser.
lineardata2% sort cumtime
lineardata2% stats
Sat Mar  2 12:52:35 2019    lineardata2

         11485862 function calls (11364415 primitive calls) in 24.662 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
   300040    0.068    0.000    0.068    0.000 D:\Python_3.7.0\lib\site-packages\bson\son.py:77(__iter__)
    29999    0.060    0.000    0.067    0.000 D:\Python_3.7.0\lib\site-packages\pymongo\topology.py:353(receive_cluster_time)
    29999    0.052    0.000    0.065    0.000 D:\Python_3.7.0\lib\site-packages\pymongo\thread_util.py:38(acquire)
   270581    0.063    0.000    0.063    0.000 {method 'get' of 'dict' objects}
   120012    0.062    0.000    0.062    0.000 {method 'acquire' of '_thread.lock' objects}
    29999    0.046    0.000    0.060    0.000 D:\Python_3.7.0\lib\site-packages\pymongo\mongo_client.py:1591(_send_cluster_time)
30030/30010    0.044    0.000    0.059    0.000 {built-in method _abc._abc_subclasscheck}
    89997    0.059    0.000    0.059    0.000 D:\Python_3.7.0\lib\site-packages\pymongo\client_session.py:250(active)
  389/278    0.000    0.000    0.058    0.000 <frozen importlib._bootstrap>:1009(_handle_fromlist)
        2    0.000    0.000    0.056    0.028 D:\Python_3.7.0\lib\site-packages\pymongo\collection.py:198(_command)
    30002    0.034    0.000    0.055    0.000 D:\Python_3.7.0\lib\logging\__init__.py:380(usesTime)
    60004    0.054    0.000    0.054    0.000 {built-in method _codecs.charmap_encode}
   211569    0.054    0.000    0.054    0.000 {built-in method builtins.hasattr}
        1    0.000    0.000    0.052    0.052 D:\Python_3.7.0\lib\site-packages\bson\__init__.py:65(<module>)
      100    0.001    0.000    0.049    0.000 <frozen importlib._bootstrap_external>:793(get_code)
    30001    0.021    0.000    0.047    0.000 D:\Python_3.7.0\lib\threading.py:1038(_wait_for_tstate_lock)
    30000    0.045    0.000    0.045    0.000 {method 'unpack' of 'Struct' objects}
    29999    0.045    0.000    0.045    0.000 D:\Python_3.7.0\lib\site-packages\pymongo\read_preferences.py:108(document)
    30001    0.034    0.000    0.044    0.000 D:\Python_3.7.0\lib\site-packages\pymongo\server_description.py:200(is_server_type_known)
        1    0.000    0.000    0.044    0.044 D:\Python_3.7.0\lib\site-packages\pymongo\mongo_client.py:32(<module>)
    90000    0.043    0.000    0.043    0.000 {built-in method builtins.iter}
    30002    0.027    0.000    0.042    0.000 D:\Python_3.7.0\lib\logging\__init__.py:154(<lambda>)
    29997    0.029    0.000    0.042    0.000 D:\Python_3.7.0\lib\site-packages\bson\son.py:62(__delitem__)
   150000    0.041    0.000    0.041    0.000 {built-in method nt.getpid}
    29997    0.030    0.000    0.040    0.000 D:\Python_3.7.0\lib\site-packages\pymongo\mongo_client.py:957(retry_writes)
    89995    0.040    0.000    0.040    0.000 {built-in method _struct.pack}
    60056    0.040    0.000    0.040    0.000 {method 'replace' of 'str' objects}
    60004    0.030    0.000    0.040    0.000 D:\Python_3.7.0\lib\logging\__init__.py:805(release)
    90008    0.039    0.000    0.039    0.000 {method 'rfind' of 'str' objects}
        1    0.000    0.000    0.039    0.039 D:\Python_3.7.0\lib\site-packages\pymongo\common.py:16(<module>)
   209994    0.039    0.000    0.039    0.000 {built-in method time.monotonic}
    30001    0.025    0.000    0.037    0.000 D:\Python_3.7.0\lib\site-packages\bson\py3compat.py:50(itervalues)
212314/212165    0.037    0.000    0.037    0.000 {built-in method builtins.len}
    29999    0.026    0.000    0.036    0.000 D:\Python_3.7.0\lib\site-packages\pymongo\pool.py:720(update_last_checkin_time)
    29999    0.025    0.000    0.035    0.000 D:\Python_3.7.0\lib\site-packages\pymongo\pool.py:753(__hash__)
   149991    0.035    0.000    0.035    0.000 D:\Python_3.7.0\lib\site-packages\pymongo\write_concern.py:104(acknowledged)
    29997    0.034    0.000    0.034    0.000 D:\Python_3.7.0\lib\site-packages\pymongo\server_description.py:204(retryable_writes_supported)
     9999    0.022    0.000    0.033    0.000 hpnorton_products/linear_database.py:105(<listcomp>)
    30002    0.024    0.000    0.033    0.000 D:\Python_3.7.0\lib\logging\__init__.py:117(getLevelName)
    30003    0.018    0.000    0.033    0.000 D:\Python_3.7.0\lib\threading.py:255(_is_owned)
    30004    0.029    0.000    0.032    0.000 D:\Python_3.7.0\lib\threading.py:1206(current_thread)
    30110    0.032    0.000    0.032    0.000 {method 'split' of 'str' objects}
   212380    0.032    0.000    0.032    0.000 {method 'append' of 'list' objects}
    29997    0.024    0.000    0.031    0.000 D:\Python_3.7.0\lib\site-packages\pymongo\helpers.py:211(_check_write_command_response)
   121072    0.031    0.000    0.031    0.000 {built-in method builtins.getattr}
   179986    0.030    0.000    0.030    0.000 {method 'strip' of 'str' objects}
    30000    0.023    0.000    0.030    0.000 D:\Python_3.7.0\lib\site-packages\pymongo\client_session.py:196(_validate_session_write_concern)
     9999    0.019    0.000    0.029    0.000 hpnorton_products/linear_database.py:146(<listcomp>)
    29999    0.016    0.000    0.029    0.000 D:\Python_3.7.0\lib\site-packages\pymongo\topology.py:293(get_server_by_address)
    60004    0.028    0.000    0.028    0.000 D:\Python_3.7.0\lib\logging\__init__.py:697(filter)
    30000    0.028    0.000    0.028    0.000 D:\Python_3.7.0\lib\site-packages\pymongo\helpers.py:101(_check_command_response)
   120337    0.026    0.000    0.026    0.000 {built-in method nt.fspath}
    30000    0.025    0.000    0.025    0.000 D:\Python_3.7.0\lib\site-packages\pymongo\pool.py:691(validate_session)
    29999    0.025    0.000    0.025    0.000 D:\Python_3.7.0\lib\site-packages\pymongo\message.py:1447(__init__)
        1    0.000    0.000    0.025    0.025 D:\Python_3.7.0\lib\site-packages\pymongo\client_options.py:15(<module>)
    29999    0.018    0.000    0.024    0.000 D:\Python_3.7.0\lib\site-packages\pymongo\common.py:682(_write_concern_for)
    30003    0.016    0.000    0.024    0.000 D:\Python_3.7.0\lib\ntpath.py:34(_get_bothseps)
        1    0.000    0.000    0.023    0.023 D:\Python_3.7.0\lib\site-packages\pymongo\pool.py:15(<module>)
    29999    0.023    0.000    0.023    0.000 D:\Python_3.7.0\lib\site-packages\pymongo\client_session.py:116(__init__)
     9999    0.014    0.000    0.023    0.000 hpnorton_products/linear_database.py:68(<listcomp>)
    30000    0.022    0.000    0.022    0.000 {method 'unpack_from' of 'Struct' objects}
    29998    0.018    0.000    0.022    0.000 D:\Python_3.7.0\lib\site-packages\pymongo\pool.py:723(idle_time_seconds)
    29999    0.022    0.000    0.022    0.000 D:\Python_3.7.0\lib\site-packages\pymongo\client_session.py:245(__init__)
    60015    0.022    0.000    0.022    0.000 {method 'acquire' of '_thread.RLock' objects}
      122    0.000    0.000    0.022    0.000 <frozen importlib._bootstrap_external>:84(_path_is_mode_type)
    59924    0.022    0.000    0.022    0.000 {method 'getrandbits' of '_random.Random' objects}
    30002    0.022    0.000    0.022    0.000 D:\Python_3.7.0\lib\logging\__init__.py:322(getMessage)
        1    0.000    0.000    0.022    0.022 D:\Python_3.7.0\lib\site-packages\pymongo\auth.py:15(<module>)
    30015    0.021    0.000    0.021    0.000 {built-in method builtins.max}
      117    0.000    0.000    0.021    0.000 <frozen importlib._bootstrap_external>:93(_path_isfile)
        1    0.000    0.000    0.021    0.021 D:\Python_3.7.0\lib\site-packages\bson\objectid.py:17(<module>)
    30003    0.021    0.000    0.021    0.000 {method 'find' of 'str' objects}
      100    0.017    0.000    0.020    0.000 <frozen importlib._bootstrap_external>:914(get_data)
    31447    0.020    0.000    0.020    0.000 {method 'startswith' of 'str' objects}
    60007    0.019    0.000    0.019    0.000 {built-in method time.time}
    89997    0.019    0.000    0.019    0.000 D:\Python_3.7.0\lib\site-packages\pymongo\topology_description.py:182(logical_session_timeout_minutes)
    29999    0.019    0.000    0.019    0.000 D:\Python_3.7.0\lib\site-packages\pymongo\client_session.py:477(_advance_cluster_time)
    29999    0.019    0.000    0.019    0.000 D:\Python_3.7.0\lib\site-packages\pymongo\pool.py:658(check_auth)
  122/121    0.000    0.000    0.018    0.000 <frozen importlib._bootstrap>:576(module_from_spec)
    30002    0.017    0.000    0.017    0.000 D:\Python_3.7.0\lib\logging\__init__.py:1568(isEnabledFor)
      100    0.000    0.000    0.017    0.000 <frozen importlib._bootstrap_external>:951(path_stats)
    60003    0.016    0.000    0.016    0.000 D:\Python_3.7.0\lib\site-packages\pymongo\common.py:665(codec_options)
    60000    0.015    0.000    0.015    0.000 D:\Python_3.7.0\lib\site-packages\pymongo\database.py:160(name)
    30018    0.015    0.000    0.015    0.000 {built-in method sys._getframe}
    30021    0.015    0.000    0.015    0.000 D:\Python_3.7.0\lib\_collections_abc.py:392(__subclasshook__)
        9    0.000    0.000    0.014    0.002 <frozen importlib._bootstrap_external>:1040(create_module)
    60001    0.014    0.000    0.014    0.000 D:\Python_3.7.0\lib\site-packages\pymongo\common.py:672(write_concern)
        9    0.012    0.001    0.014    0.002 {built-in method _imp.create_dynamic}
    30002    0.014    0.000    0.014    0.000 D:\Python_3.7.0\lib\threading.py:1052(name)
    33393    0.014    0.000    0.014    0.000 {method 'rstrip' of 'str' objects}
        1    0.000    0.000    0.014    0.014 D:\Python_3.7.0\lib\logging\__init__.py:24(<module>)
    90006    0.014    0.000    0.014    0.000 {method 'values' of 'dict' objects}
    60000    0.013    0.000    0.013    0.000 D:\Python_3.7.0\lib\site-packages\pymongo\database.py:155(client)
    59996    0.013    0.000    0.013    0.000 D:\Python_3.7.0\lib\site-packages\pymongo\write_concern.py:89(is_server_default)
    29997    0.013    0.000    0.013    0.000 {method 'remove' of 'list' objects}
    60377    0.013    0.000    0.013    0.000 {built-in method _thread.get_ident}
    29999    0.013    0.000    0.013    0.000 D:\Python_3.7.0\lib\site-packages\pymongo\server.py:148(pool)
    29997    0.013    0.000    0.013    0.000 D:\Python_3.7.0\lib\site-packages\pymongo\results.py:25(__init__)
    29999    0.012    0.000    0.012    0.000 D:\Python_3.7.0\lib\site-packages\pymongo\pool.py:383(wait_queue_timeout)
    30000    0.012    0.000    0.012    0.000 D:\Python_3.7.0\lib\site-packages\pymongo\topology_description.py:114(check_compatible)
        1    0.000    0.000    0.011    0.011 D:\Python_3.7.0\lib\site-packages\pymongo\pool.py:958(connect)
    29999    0.011    0.000    0.011    0.000 D:\Python_3.7.0\lib\site-packages\pymongo\server_description.py:89(address)
    29999    0.011    0.000    0.011    0.000 D:\Python_3.7.0\lib\site-packages\bson\binary.py:156(subtype)
    30000    0.011    0.000    0.011    0.000 {built-in method builtins.hash}
    30001    0.011    0.000    0.011    0.000 D:\Python_3.7.0\lib\site-packages\pymongo\server_description.py:94(server_type)
        1    0.000    0.000    0.011    0.011 D:\Python_3.7.0\lib\site-packages\pymongo\pool.py:836(_configured_socket)
        1    0.000    0.000    0.011    0.011 D:\Python_3.7.0\lib\site-packages\pymongo\pool.py:764(_create_connection)
    29997    0.011    0.000    0.011    0.000 D:\Python_3.7.0\lib\site-packages\pymongo\client_options.py:227(retry_writes)
        1    0.011    0.011    0.011    0.011 {method 'connect' of '_socket.socket' objects}
    29999    0.010    0.000    0.010    0.000 {method 'pop' of 'set' objects}
    60015    0.010    0.000    0.010    0.000 {method 'release' of '_thread.RLock' objects}
      100    0.000    0.000    0.010    0.000 <frozen importlib._bootstrap_external>:523(_compile_bytecode)
    29999    0.009    0.000    0.009    0.000 D:\Python_3.7.0\lib\site-packages\pymongo\monitoring.py:693(enabled_for_commands)
    60001    0.009    0.000    0.009    0.000 {method 'release' of '_thread.lock' objects}
    30003    0.009    0.000    0.009    0.000 D:\Python_3.7.0\lib\site-packages\pymongo\collation.py:216(validate_collation_or_none)
      100    0.009    0.000    0.009    0.000 {built-in method marshal.loads}
    30187    0.009    0.000    0.009    0.000 {method 'lower' of 'str' objects}
        1    0.000    0.000    0.009    0.009 D:\Python_3.7.0\lib\socket.py:47(<module>)
      307    0.005    0.000    0.009    0.000 {built-in method builtins.__build_class__}
    29999    0.009    0.000    0.009    0.000 D:\Python_3.7.0\lib\site-packages\pymongo\client_session.py:500(_advance_operation_time)
    30036    0.009    0.000    0.009    0.000 {method 'pop' of 'dict' objects}
    30005    0.008    0.000    0.008    0.000 D:\Python_3.7.0\lib\threading.py:507(is_set)
    29999    0.008    0.000    0.008    0.000 D:\Python_3.7.0\lib\site-packages\pymongo\settings.py:89(server_selection_timeout)
    29999    0.008    0.000    0.008    0.000 D:\Python_3.7.0\lib\site-packages\pymongo\collection.py:305(name)
        1    0.000    0.000    0.008    0.008 D:\Python_3.7.0\lib\platform.py:10(<module>)
    29999    0.008    0.000    0.008    0.000 D:\Python_3.7.0\lib\site-packages\pymongo\topology.py:335(max_cluster_time)
        1    0.000    0.000    0.008    0.008 D:\Python_3.7.0\lib\pathlib.py:1(<module>)
    29997    0.008    0.000    0.008    0.000 D:\Python_3.7.0\lib\site-packages\pymongo\results.py:36(acknowledged)
    29999    0.008    0.000    0.008    0.000 D:\Python_3.7.0\lib\site-packages\pymongo\client_session.py:297(_check_ended)
    30002    0.008    0.000    0.008    0.000 D:\Python_3.7.0\lib\site-packages\pymongo\common.py:690(read_preference)
        1    0.000    0.000    0.008    0.008 D:\Python_3.7.0\lib\site-packages\pymongo\errors.py:15(<module>)
    30000    0.008    0.000    0.008    0.000 D:\Python_3.7.0\lib\site-packages\pymongo\topology_description.py:154(topology_type)
