parelleldata% stats
Sat Mar  2 12:44:56 2019    parelleldata

         12017511 function calls (11895731 primitive calls) in 25.282 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
    29999    0.010    0.000    0.010    0.000 D:\Python_3.7.0\lib\site-packages\pymongo\topology.py:339(_receive_cluster_time_no_lock)
    60004    0.010    0.000    0.010    0.000 {method 'popleft' of 'collections.deque' objects}
    29999    0.010    0.000    0.010    0.000 D:\Python_3.7.0\lib\site-packages\bson\binary.py:156(subtype)
    30000    0.010    0.000    0.010    0.000 D:\Python_3.7.0\lib\site-packages\pymongo\topology_description.py:114(check_compatible)
    60016    0.009    0.000    0.009    0.000 {method 'release' of '_thread.RLock' objects}
    60001    0.009    0.000    0.009    0.000 {method 'release' of '_thread.lock' objects}
    30246    0.009    0.000    0.009    0.000 {method 'lower' of 'str' objects}
    30000    0.009    0.000    0.009    0.000 D:\Python_3.7.0\lib\site-packages\pymongo\topology_description.py:154(topology_type)
    30013    0.009    0.000    0.009    0.000 D:\Python_3.7.0\lib\asyncio\base_events.py:459(_check_closed)
        1    0.000    0.000    0.009    0.009 D:\Python_3.7.0\lib\pathlib.py:1(<module>)
        1    0.000    0.000    0.009    0.009 D:\Python_3.7.0\lib\site-packages\pymongo\errors.py:15(<module>)
    29999    0.009    0.000    0.009    0.000 D:\Python_3.7.0\lib\site-packages\pymongo\server_description.py:89(address)
        1    0.000    0.000    0.008    0.008 D:\Python_3.7.0\lib\platform.py:10(<module>)
    10004    0.006    0.000    0.008    0.000 D:\Python_3.7.0\lib\asyncio\base_events.py:615(time)
    30040    0.008    0.000    0.008    0.000 {method 'pop' of 'dict' objects}
    30003    0.008    0.000    0.008    0.000 D:\Python_3.7.0\lib\site-packages\pymongo\collation.py:216(validate_collation_or_none)
    29997    0.008    0.000    0.008    0.000 D:\Python_3.7.0\lib\site-packages\pymongo\results.py:36(acknowledged)
    30028    0.008    0.000    0.008    0.000 {method 'keys' of 'dict' objects}
    29999    0.008    0.000    0.008    0.000 D:\Python_3.7.0\lib\site-packages\pymongo\client_session.py:297(_check_ended)
    30005    0.008    0.000    0.008    0.000 D:\Python_3.7.0\lib\threading.py:507(is_set)
    29999    0.008    0.000    0.008    0.000 D:\Python_3.7.0\lib\site-packages\pymongo\monitoring.py:693(enabled_for_commands)
    30002    0.008    0.000    0.008    0.000 D:\Python_3.7.0\lib\site-packages\pymongo\common.py:690(read_preference)
    29999    0.008    0.000    0.008    0.000 {method 'appendleft' of 'collections.deque' objects}
    30012    0.007    0.000    0.007    0.000 D:\Python_3.7.0\lib\asyncio\base_events.py:1776(get_debug)
        1    0.000    0.000    0.007    0.007 D:\Python_3.7.0\lib\site-packages\pymongo\bulk.py:18(<module>)
        1    0.000    0.000    0.007    0.007 D:\Python_3.7.0\lib\site-packages\pymongo\topology.py:15(<module>)
    30001    0.007    0.000    0.007    0.000 {method 'bit_length' of 'int' objects}
    29999    0.007    0.000    0.007    0.000 D:\Python_3.7.0\lib\site-packages\pymongo\topology.py:335(max_cluster_time)
    30009    0.007    0.000    0.007    0.000 {method 'append' of 'collections.deque' objects}
    29997    0.007    0.000    0.007    0.000 D:\Python_3.7.0\lib\site-packages\pymongo\server.py:139(description)
    29999    0.007    0.000    0.007    0.000 D:\Python_3.7.0\lib\site-packages\pymongo\server.py:148(pool)
    30002    0.007    0.000    0.007    0.000 D:\Python_3.7.0\lib\site-packages\pymongo\common.py:707(read_concern)
    29999    0.007    0.000    0.007    0.000 D:\Python_3.7.0\lib\site-packages\pymongo\collection.py:305(name)
        1    0.000    0.000    0.007    0.007 D:\Python_3.7.0\lib\random.py:38(<module>)
       17    0.000    0.000    0.006    0.000 D:\Python_3.7.0\lib\re.py:232(compile)
       17    0.000    0.000    0.006    0.000 D:\Python_3.7.0\lib\re.py:271(_compile)
        1    0.000    0.000    0.006    0.006 D:\Python_3.7.0\lib\ssl.py:91(<module>)
        1    0.000    0.000    0.006    0.006 D:\Python_3.7.0\lib\site-packages\bson\decimal128.py:20(<module>)
    29999    0.006    0.000    0.006    0.000 D:\Python_3.7.0\lib\site-packages\pymongo\client_session.py:301(__enter__)
       17    0.000    0.000    0.006    0.000 D:\Python_3.7.0\lib\sre_compile.py:759(compile)
        1    0.000    0.000    0.006    0.006 D:\Python_3.7.0\lib\traceback.py:1(<module>)
      136    0.006    0.000    0.006    0.000 {method 'read' of '_io.FileIO' objects}
        1    0.000    0.000    0.006    0.006 D:\Python_3.7.0\lib\asyncio\events.py:1(<module>)
    29999    0.006    0.000    0.006    0.000 D:\Python_3.7.0\lib\site-packages\pymongo\pool.py:614(_raise_if_not_writable)
        1    0.000    0.000    0.006    0.006 D:\Python_3.7.0\lib\inspect.py:27(<module>)
        1    0.000    0.000    0.005    0.005 D:\Python_3.7.0\lib\site-packages\pymongo\client_session.py:82(<module>)
      277    0.000    0.000    0.005    0.000 D:\Python_3.7.0\lib\encodings\cp1252.py:22(decode)
       12    0.000    0.000    0.005    0.000 D:\Python_3.7.0\lib\enum.py:624(_convert)
      277    0.005    0.000    0.005    0.000 {built-in method _codecs.charmap_decode}
    30002    0.005    0.000    0.005    0.000 D:\Python_3.7.0\lib\site-packages\bson\py3compat.py:59(_unicode)
    10004    0.005    0.000    0.005    0.000 D:\Python_3.7.0\lib\asyncio\selector_events.py:558(_process_events)
        1    0.000    0.000    0.004    0.004 D:\Python_3.7.0\lib\site-packages\pymongo\monotonic.py:16(<module>)
        1    0.000    0.000    0.004    0.004 D:\Python_3.7.0\lib\linecache.py:6(<module>)
        1    0.000    0.000    0.004    0.004 D:\Python_3.7.0\lib\decimal.py:2(<module>)
        1    0.000    0.000    0.004    0.004 D:\Python_3.7.0\lib\site-packages\bson\dbref.py:15(<module>)
        1    0.000    0.000    0.004    0.004 D:\Python_3.7.0\lib\site-packages\pymongo\compression_support.py:15(<module>)
     2073    0.001    0.000    0.004    0.000 <frozen importlib._bootstrap_external>:56(_path_join)
      164    0.001    0.000    0.004    0.000 <frozen importlib._bootstrap>:504(_init_module_attrs)
       17    0.000    0.000    0.004    0.000 D:\Python_3.7.0\lib\sre_parse.py:919(parse)
    68/17    0.000    0.000    0.004    0.000 D:\Python_3.7.0\lib\sre_parse.py:417(_parse_sub)
        1    0.000    0.000    0.004    0.004 D:\Python_3.7.0\lib\bz2.py:5(<module>)
    75/19    0.001    0.000    0.004    0.000 D:\Python_3.7.0\lib\sre_parse.py:475(_parse)
        1    0.000    0.000    0.004    0.004 D:\Python_3.7.0\lib\hashlib.py:54(<module>)
        1    0.000    0.000    0.003    0.003 D:\Python_3.7.0\lib\site-packages\pymongo\ssl_match_hostname.py:4(<module>)
        1    0.000    0.000    0.003    0.003 D:\Python_3.7.0\lib\site-packages\pymongo\saslprep.py:15(<module>)
       27    0.001    0.000    0.003    0.000 D:\Python_3.7.0\lib\collections\__init__.py:316(namedtuple)
       52    0.000    0.000    0.003    0.000 D:\Python_3.7.0\lib\enum.py:281(__call__)
        1    0.000    0.000    0.003    0.003 D:\Python_3.7.0\lib\site-packages\pymongo\read_preferences.py:15(<module>)
       12    0.000    0.000    0.003    0.000 D:\Python_3.7.0\lib\enum.py:386(_create_)
      495    0.000    0.000    0.003    0.000 <frozen importlib._bootstrap_external>:1203(_path_importer_cache)
        1    0.000    0.000    0.003    0.003 D:\Python_3.7.0\lib\tokenize.py:21(<module>)
       17    0.001    0.000    0.003    0.000 D:\Python_3.7.0\lib\enum.py:134(__new__)
        1    0.000    0.000    0.003    0.003 D:\Python_3.7.0\lib\site-packages\pymongo\ssl_support.py:15(<module>)
        3    0.000    0.000    0.003    0.001 D:\Python_3.7.0\lib\threading.py:264(wait)
      272    0.001    0.000    0.003    0.000 <frozen importlib._bootstrap_external>:271(cache_from_source)
        8    0.001    0.000    0.003    0.000 <frozen importlib._bootstrap_external>:1190(_path_hooks)
        1    0.000    0.000    0.003    0.003 D:\Python_3.7.0\lib\selectors.py:5(<module>)
      184    0.000    0.000    0.002    0.000 <frozen importlib._bootstrap>:147(__enter__)
        1    0.000    0.000    0.002    0.002 D:\Python_3.7.0\lib\subprocess.py:42(<module>)
        5    0.002    0.000    0.002    0.000 {built-in method io.open}
        2    0.000    0.000    0.002    0.001 D:\Python_3.7.0\lib\site-packages\pymongo\collection.py:195(_socket_for_writes)
        2    0.000    0.000    0.002    0.001 D:\Python_3.7.0\lib\site-packages\pymongo\mongo_client.py:1084(_socket_for_writes)
       17    0.000    0.000    0.002    0.000 D:\Python_3.7.0\lib\sre_compile.py:598(_code)
      286    0.000    0.000    0.002    0.000 <frozen importlib._bootstrap>:403(cached)
      4/3    0.000    0.000    0.002    0.001 {method 'encode' of 'str' objects}
        1    0.000    0.000    0.002    0.002 D:\Python_3.7.0\lib\encodings\__init__.py:71(search_function)
        1    0.000    0.000    0.002    0.002 D:\Python_3.7.0\lib\dis.py:1(<module>)
        1    0.000    0.000    0.002    0.002 D:\Python_3.7.0\lib\fnmatch.py:11(<module>)
     2073    0.001    0.000    0.002    0.000 <frozen importlib._bootstrap_external>:58(<listcomp>)
      150    0.000    0.000    0.002    0.000 <frozen importlib._bootstrap_external>:369(_get_cached)
      315    0.001    0.000    0.002    0.000 <frozen importlib._bootstrap>:157(_get_module_lock)
        1    0.000    0.000    0.002    0.002 D:\Python_3.7.0\lib\stringprep.py:6(<module>)
        1    0.000    0.000    0.002    0.002 D:\Python_3.7.0\lib\lzma.py:9(<module>)
        1    0.000    0.000    0.002    0.002 D:\Python_3.7.0\lib\concurrent\futures\__init__.py:4(<module>)
        1    0.000    0.000    0.002    0.002 D:\Python_3.7.0\lib\site-packages\pymongo\uri_parser.py:16(<module>)
        1    0.000    0.000    0.002    0.002 D:\Python_3.7.0\lib\site-packages\pymongo\pool.py:958(connect)
        1    0.000    0.000    0.002    0.002 D:\Python_3.7.0\lib\site-packages\pymongo\mongo_client.py:84(__init__)
        1    0.000    0.000    0.002    0.002 D:\Python_3.7.0\lib\uuid.py:45(<module>)
        2    0.000    0.000    0.002    0.001 D:\Python_3.7.0\lib\logging\__init__.py:1023(__init__)
        1    0.000    0.000    0.002    0.002 D:\Python_3.7.0\lib\site-packages\pymongo\message.py:21(<module>)
        1    0.000    0.000    0.002    0.002 D:\Python_3.7.0\lib\queue.py:1(<module>)
        1    0.000    0.000    0.002    0.002 D:\Python_3.7.0\lib\contextvars.py:1(<module>)
        8    0.000    0.000    0.002    0.000 <frozen importlib._bootstrap_external>:1404(_fill_cache)
        2    0.000    0.000    0.001    0.001 D:\Python_3.7.0\lib\logging\__init__.py:1065(_open)
        1    0.000    0.000    0.001    0.001 D:\Python_3.7.0\lib\copy.py:49(<module>)
   137/17    0.001    0.000    0.001    0.000 D:\Python_3.7.0\lib\sre_compile.py:71(_compile)
        1    0.000    0.000    0.001    0.001 D:\Python_3.7.0\lib\site-packages\pymongo\monitoring.py:135(<module>)
        2    0.000    0.000    0.001    0.001 D:\Python_3.7.0\lib\platform.py:500(win32_ver)
        8    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:1445(path_hook_for_FileFinder)
        1    0.000    0.000    0.001    0.001 D:\Python_3.7.0\lib\site-packages\pymongo\topology_description.py:15(<module>)
        1    0.000    0.000    0.001    0.001 D:\Python_3.7.0\lib\asyncio\sslproto.py:1(<module>)
        3    0.001    0.000    0.001    0.000 {built-in method sys.getwindowsversion}
        1    0.000    0.000    0.001    0.001 D:\Python_3.7.0\lib\site-packages\pymongo\pool.py:476(ismaster)
       12    0.000    0.000    0.001    0.000 D:\Python_3.7.0\lib\enum.py:645(<listcomp>)
        8    0.001    0.000    0.001    0.000 {built-in method nt.listdir}
        8    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:98(_path_isdir)
      150    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:1351(_get_spec)
        1    0.000    0.000    0.001    0.001 D:\Python_3.7.0\lib\ipaddress.py:9(<module>)
        1    0.000    0.000    0.001    0.001 D:\Python_3.7.0\lib\site-packages\pymongo\database.py:15(<module>)
      183    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap>:58(__init__)
        1    0.000    0.000    0.001    0.001 D:\Python_3.7.0\lib\site-packages\pymongo\max_staleness_selectors.py:28(<module>)
        1    0.000    0.000    0.001    0.001 D:\Python_3.7.0\lib\site-packages\pymongo\settings.py:15(<module>)
        2    0.000    0.000    0.001    0.000 D:\Python_3.7.0\lib\platform.py:1028(system)
        4    0.000    0.000    0.001    0.000 D:\Python_3.7.0\lib\platform.py:890(uname)
        1    0.000    0.000    0.001    0.001 D:\Python_3.7.0\lib\asyncio\base_futures.py:1(<module>)
        1    0.000    0.000    0.001    0.001 D:\Python_3.7.0\lib\site-packages\bson\binary.py:15(<module>)
        1    0.000    0.000    0.001    0.001 D:\Python_3.7.0\lib\string.py:15(<module>)
        1    0.000    0.000    0.001    0.001 D:\Python_3.7.0\lib\site-packages\pymongo\server.py:15(<module>)
      272    0.001    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:62(_path_split)
      131    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap>:194(_lock_unlock_module)
        1    0.000    0.000    0.001    0.001 D:\Python_3.7.0\lib\site-packages\pymongo\topology.py:505(_update_servers)
        2    0.000    0.000    0.001    0.000 D:\Python_3.7.0\lib\threading.py:829(start)
       54    0.001    0.000    0.001    0.000 D:\Python_3.7.0\lib\sre_compile.py:276(_optimize_charset)
      315    0.001    0.000    0.001    0.000 <frozen importlib._bootstrap>:78(acquire)
        2    0.000    0.000    0.001    0.000 {built-in method _asyncio.get_event_loop}
      386    0.001    0.000    0.001    0.000 {built-in method _thread.allocate_lock}
     1001    0.000    0.000    0.001    0.000 D:\Python_3.7.0\lib\site-packages\bson\__init__.py:443(<genexpr>)
        1    0.000    0.000    0.001    0.001 D:\Python_3.7.0\lib\asyncio\events.py:632(get_event_loop)
        1    0.000    0.000    0.001    0.001 D:\Python_3.7.0\lib\asyncio\events.py:654(new_event_loop)
        1    0.000    0.000    0.001    0.001 D:\Python_3.7.0\lib\asyncio\selector_events.py:59(__init__)
       17    0.000    0.000    0.001    0.000 D:\Python_3.7.0\lib\sre_compile.py:536(_compile_info)
        1    0.000    0.000    0.001    0.001 D:\Python_3.7.0\lib\string.py:65(__init__)
      136    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:438(_classify_pyc)
        2    0.000    0.000    0.001    0.000 D:\Python_3.7.0\lib\threading.py:534(wait)
        1    0.000    0.000    0.001    0.001 D:\Python_3.7.0\lib\encodings\idna.py:3(<module>)
        1    0.000    0.000    0.001    0.001 D:\Python_3.7.0\lib\datetime.py:5(<module>)
     2237    0.001    0.000    0.001    0.000 <frozen importlib._bootstrap>:222(_verbose_message)
      164    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap>:318(__exit__)
        1    0.000    0.000    0.001    0.001 D:\Python_3.7.0\lib\urllib\parse.py:28(<module>)
        1    0.000    0.000    0.001    0.001 D:\Python_3.7.0\lib\asyncio\selector_events.py:111(_make_self_pipe)
      167    0.000    0.000    0.001    0.000 D:\Python_3.7.0\lib\enum.py:69(__setitem__)
      150    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:574(spec_from_file_location)
     2478    0.001    0.000    0.001    0.000 {method 'join' of 'str' objects}
        1    0.000    0.000    0.001    0.001 D:\Python_3.7.0\lib\socket.py:499(socketpair)
      315    0.001    0.000    0.001    0.000 <frozen importlib._bootstrap>:103(release)
       14    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap>:740(create_module)
      184    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap>:151(__exit__)
        1    0.000    0.000    0.001    0.001 D:\Python_3.7.0\lib\signal.py:1(<module>)
       14    0.001    0.000    0.001    0.000 {built-in method _imp.create_builtin}
       13    0.000    0.000    0.001    0.000 {method 'sort' of 'list' objects}
      707    0.000    0.000    0.001    0.000 D:\Python_3.7.0\lib\sre_parse.py:254(get)
      102    0.001    0.000    0.001    0.000 D:\Python_3.7.0\lib\enum.py:650(<lambda>)
       18    0.000    0.000    0.000    0.000 D:\Python_3.7.0\lib\abc.py:125(__new__)
      954    0.000    0.000    0.000    0.000 D:\Python_3.7.0\lib\sre_parse.py:164(__getitem__)
   175/55    0.000    0.000    0.000    0.000 D:\Python_3.7.0\lib\sre_parse.py:174(getwidth)
      408    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:51(_r_long)
      235    0.000    0.000    0.000    0.000 D:\Python_3.7.0\lib\enum.py:373(__setattr__)
      136    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:471(_validate_timestamp_pyc)
        1    0.000    0.000    0.000    0.000 D:\Python_3.7.0\lib\ipaddress.py:1559(_IPv4Constants)
      296    0.000    0.000    0.000    0.000 {built-in method builtins.setattr}
        1    0.000    0.000    0.000    0.000 D:\Python_3.7.0\lib\ipaddress.py:2250(_IPv6Constants)
        2    0.000    0.000    0.000    0.000 {method 'connect' of '_socket.socket' objects}
       19    0.000    0.000    0.000    0.000 D:\Python_3.7.0\lib\ipaddress.py:1477(__init__)
      180    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:719(find_spec)
       28    0.000    0.000    0.000    0.000 D:\Python_3.7.0\lib\ipaddress.py:2160(__init__)
      183    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:176(cb)
      851    0.000    0.000    0.000    0.000 D:\Python_3.7.0\lib\sre_parse.py:233(__next)
      429    0.000    0.000    0.000    0.000 {built-in method from_bytes}
      255    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:416(parent)
        1    0.000    0.000    0.000    0.000 D:\Python_3.7.0\lib\site-packages\pymongo\pool.py:836(_configured_socket)
        1    0.000    0.000    0.000    0.000 D:\Python_3.7.0\lib\concurrent\futures\_base.py:4(<module>)
        1    0.000    0.000    0.000    0.000 D:\Python_3.7.0\lib\site-packages\pymongo\pool.py:764(_create_connection)
     1000    0.000    0.000    0.000    0.000 D:\Python_3.7.0\lib\site-packages\bson\py3compat.py:36(b)
      183    0.000    0.000    0.000    0.000 {built-in method builtins.any}
     1204    0.000    0.000    0.000    0.000 {method 'rpartition' of 'str' objects}
        1    0.000    0.000    0.000    0.000 D:\Python_3.7.0\lib\site-packages\pymongo\cursor.py:15(<module>)
        1    0.000    0.000    0.000    0.000 D:\Python_3.7.0\lib\asyncio\selector_events.py:5(<module>)
       38    0.000    0.000    0.000    0.000 D:\Python_3.7.0\lib\sre_parse.py:96(closegroup)
      422    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:36(_relax_case)
      512    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:859(__exit__)
       14    0.000    0.000    0.000    0.000 D:\Python_3.7.0\lib\hashlib.py:116(__get_openssl_constructor)
        1    0.000    0.000    0.000    0.000 D:\Python_3.7.0\lib\site-packages\bson\codec_options.py:15(<module>)
      173    0.000    0.000    0.000    0.000 D:\Python_3.7.0\lib\socket.py:76(<lambda>)
        1    0.000    0.000    0.000    0.000 D:\Python_3.7.0\lib\threading.py:1(<module>)
       17    0.000    0.000    0.000    0.000 D:\Python_3.7.0\lib\enum.py:124(__prepare__)
        1    0.000    0.000    0.000    0.000 D:\Python_3.7.0\lib\opcode.py:5(<module>)
        1    0.000    0.000    0.000    0.000 D:\Python_3.7.0\lib\asyncio\proactor_events.py:5(<module>)
      512    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:855(__enter__)
      136    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:401(_check_name_wrapper)
       17    0.000    0.000    0.000    0.000 D:\Python_3.7.0\lib\enum.py:484(_find_new_)
        1    0.000    0.000    0.000    0.000 D:\Python_3.7.0\lib\calendar.py:6(<module>)
       17    0.000    0.000    0.000    0.000 D:\Python_3.7.0\lib\enum.py:176(<setcomp>)
        8    0.000    0.000    0.000    0.000 D:\Python_3.7.0\lib\hashlib.py:73(__get_builtin_constructor)
       20    0.000    0.000    0.000    0.000 D:\Python_3.7.0\lib\ipaddress.py:1116(_ip_int_from_string)
        2    0.000    0.000    0.000    0.000 hpnorton_products/parallel_database.py:185(loadfiles)
      136    0.000    0.000    0.000    0.000 {built-in method _imp._fix_co_filename}
       46    0.000    0.000    0.000    0.000 D:\Python_3.7.0\lib\enum.py:439(_get_mixins_)
        1    0.000    0.000    0.000    0.000 D:\Python_3.7.0\lib\socket.py:205(accept)
        1    0.000    0.000    0.000    0.000 D:\Python_3.7.0\lib\numbers.py:6(<module>)
        1    0.000    0.000    0.000    0.000 D:\Python_3.7.0\lib\asyncio\tasks.py:1(<module>)
      231    0.000    0.000    0.000    0.000 D:\Python_3.7.0\lib\sre_parse.py:286(tell)
        1    0.000    0.000    0.000    0.000 D:\Python_3.7.0\lib\site-packages\pymongo\client_options.py:145(__init__)
      136    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:35(_new_module)
      272    0.000    0.000    0.000    0.000 {method 'rsplit' of 'str' objects}
        2    0.000    0.000    0.000    0.000 D:\Python_3.7.0\lib\site-packages\pymongo\pool.py:296(__init__)
      180    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:369(__init__)
      384    0.000    0.000    0.000    0.000 D:\Python_3.7.0\lib\sre_parse.py:249(match)
     20/2    0.000    0.000    0.000    0.000 D:\Python_3.7.0\lib\copy.py:132(deepcopy)
        2    0.000    0.000    0.000    0.000 {built-in method winreg.OpenKeyEx}
        1    0.000    0.000    0.000    0.000 D:\Python_3.7.0\lib\site-packages\pymongo\change_stream.py:15(<module>)
       87    0.000    0.000    0.000    0.000 {built-in method _imp.is_builtin}
      726    0.000    0.000    0.000    0.000 {method 'isupper' of 'str' objects}
        1    0.000    0.000    0.000    0.000 D:\Python_3.7.0\lib\asyncio\constants.py:1(<module>)
        1    0.000    0.000    0.000    0.000 D:\Python_3.7.0\lib\site-packages\pymongo\server_type.py:15(<module>)
      166    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:792(find_spec)
      175    0.000    0.000    0.000    0.000 D:\Python_3.7.0\lib\socket.py:86(<lambda>)
     1000    0.000    0.000    0.000    0.000 {built-in method _codecs.latin_1_encode}
        1    0.000    0.000    0.000    0.000 D:\Python_3.7.0\lib\asyncio\locks.py:1(<module>)
      6/2    0.000    0.000    0.000    0.000 D:\Python_3.7.0\lib\site-packages\bson\son.py:190(__deepcopy__)
     1010    0.000    0.000    0.000    0.000 {built-in method _imp.acquire_lock}
       28    0.000    0.000    0.000    0.000 D:\Python_3.7.0\lib\ipaddress.py:1631(_ip_int_from_string)
        1    0.000    0.000    0.000    0.000 {method '_accept' of '_socket.socket' objects}
        1    0.000    0.000    0.000    0.000 D:\Python_3.7.0\lib\site-packages\bson\objectid.py:70(ObjectId)
        1    0.000    0.000    0.000    0.000 D:\Python_3.7.0\lib\asyncio\streams.py:2(<module>)
        2    0.000    0.000    0.000    0.000 {built-in method _socket.gethostname}
       12    0.000    0.000    0.000    0.000 D:\Python_3.7.0\lib\functools.py:37(update_wrapper)
        2    0.000    0.000    0.000    0.000 D:\Python_3.7.0\lib\site-packages\pymongo\helpers.py:74(_index_document)
     1010    0.000    0.000    0.000    0.000 {built-in method _imp.release_lock}
      136    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:884(__init__)
        3    0.000    0.000    0.000    0.000 D:\Python_3.7.0\lib\pathlib.py:980(__new__)
        1    0.000    0.000    0.000    0.000 D:\Python_3.7.0\lib\hmac.py:4(<module>)
        1    0.000    0.000    0.000    0.000 D:\Python_3.7.0\lib\struct.py:3(<module>)
        2    0.000    0.000    0.000    0.000 {built-in method _thread.start_new_thread}
      164    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:311(__enter__)
        1    0.000    0.000    0.000    0.000 D:\Python_3.7.0\lib\site-packages\pymongo\driver_info.py:15(<module>)
      656    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:321(<genexpr>)
        1    0.000    0.000    0.000    0.000 D:\Python_3.7.0\lib\site-packages\pymongo\cursor.py:106(Cursor)
        1    0.000    0.000    0.000    0.000 D:\Python_3.7.0\lib\site-packages\pymongo\client_options.py:108(_parse_pool_options)
        1    0.000    0.000    0.000    0.000 D:\Python_3.7.0\lib\site-packages\pymongo\mongo_client.py:77(MongoClient)
      176    0.000    0.000    0.000    0.000 D:\Python_3.7.0\lib\socket.py:91(<lambda>)
      167    0.000    0.000    0.000    0.000 {method 'endswith' of 'str' objects}
        9    0.000    0.000    0.000    0.000 D:\Python_3.7.0\lib\datetime.py:472(__new__)
        1    0.000    0.000    0.000    0.000 D:\Python_3.7.0\lib\site-packages\pymongo\thread_util.py:15(<module>)
      299    0.000    0.000    0.000    0.000 D:\Python_3.7.0\lib\sre_parse.py:160(__len__)
       18    0.000    0.000    0.000    0.000 {built-in method _abc._abc_init}
       42    0.000    0.000    0.000    0.000 D:\Python_3.7.0\lib\sre_parse.py:408(_uniq)
        3    0.000    0.000    0.000    0.000 D:\Python_3.7.0\lib\pathlib.py:635(_from_parts)
        3    0.000    0.000    0.000    0.000 {built-in method winreg.QueryValueEx}
      267    0.000    0.000    0.000    0.000 D:\Python_3.7.0\lib\sre_parse.py:172(append)
        1    0.000    0.000    0.000    0.000 D:\Python_3.7.0\lib\os.py:40(_get_exports_list)
      168    0.000    0.000    0.000    0.000 D:\Python_3.7.0\lib\enum.py:26(_is_dunder)
      164    0.000    0.000    0.000    0.000 {method 'format' of 'str' objects}
      184    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:143(__init__)
       69    0.000    0.000    0.000    0.000 D:\Python_3.7.0\lib\sre_compile.py:423(_simple)
      325    0.000    0.000    0.000    0.000 {built-in method builtins.issubclass}
       80    0.000    0.000    0.000    0.000 D:\Python_3.7.0\lib\ipaddress.py:1142(_parse_octet)
        1    0.000    0.000    0.000    0.000 D:\Python_3.7.0\lib\site-packages\pymongo\topology.py:542(_create_pool_for_monitor)
       17    0.000    0.000    0.000    0.000 D:\Python_3.7.0\lib\enum.py:827(__and__)
        1    0.000    0.000    0.000    0.000 D:\Python_3.7.0\lib\site-packages\pymongo\results.py:15(<module>)
        3    0.000    0.000    0.000    0.000 D:\Python_3.7.0\lib\tokenize.py:132(_all_string_prefixes)
        1    0.000    0.000    0.000    0.000 D:\Python_3.7.0\lib\site-packages\pymongo\operations.py:15(<module>)
        1    0.000    0.000    0.000    0.000 D:\Python_3.7.0\lib\asyncio\transports.py:1(<module>)
        1    0.000    0.000    0.000    0.000 D:\Python_3.7.0\lib\token.py:1(<module>)
        1    0.000    0.000    0.000    0.000 D:\Python_3.7.0\lib\site-packages\bson\son.py:19(<module>)
        4    0.000    0.000    0.000    0.000 D:\Python_3.7.0\lib\socket.py:139(__init__)
        3    0.000    0.000    0.000    0.000 D:\Python_3.7.0\lib\pathlib.py:615(_parse_args)
        1    0.000    0.000    0.000    0.000 D:\Python_3.7.0\lib\site-packages\pymongo\topology.py:66(__init__)
       14    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:433(spec_from_loader)
        4    0.000    0.000    0.000    0.000 D:\Python_3.7.0\lib\ssl.py:356(__new__)
       40    0.000    0.000    0.000    0.000 D:\Python_3.7.0\lib\enum.py:537(__new__)
        1    0.000    0.000    0.000    0.000 D:\Python_3.7.0\lib\site-packages\bson\objectid.py:55(_machine_bytes)
        4    0.000    0.000    0.000    0.000 D:\Python_3.7.0\lib\contextlib.py:210(contextmanager)
       54    0.000    0.000    0.000    0.000 D:\Python_3.7.0\lib\sre_compile.py:249(_compile_charset)
        4    0.000    0.000    0.000    0.000 D:\Python_3.7.0\lib\logging\__init__.py:1879(getLogger)
        1    0.000    0.000    0.000    0.000 D:\Python_3.7.0\lib\_compression.py:1(<module>)
